name,version,category,keywords,decscription,url,moduleName
avro-cwl,ctr-1.8.4--py27_1,Bioinformatics,Biocontainer,The avro-cwl package,https//quay.io/repository/biocontainers/avro-cwl,avro-cwl/ctr-1.8.4--py27_1
avro-cwl,ctr-1.8.4--py27_0,Bioinformatics,Biocontainer,The avro-cwl package,https//quay.io/repository/biocontainers/avro-cwl,avro-cwl/ctr-1.8.4--py27_0
ir,ctr-2.8.0--h470a237_1,Bioinformatics,Biocontainer,The ir package,https//quay.io/repository/biocontainers/ir,ir/ctr-2.8.0--h470a237_1
kalign2,ctr-2.04--h470a237_0,Bioinformatics,Biocontainer,The kalign2 package,https//quay.io/repository/biocontainers/kalign2,kalign2/ctr-2.04--h470a237_0
r-plsgenomics,ctr-1.5_2--r351h6115d3f_0,Bioinformatics,Biocontainer,The r-plsgenomics package,https//quay.io/repository/biocontainers/r-plsgenomics,r-plsgenomics/ctr-1.5_2--r351h6115d3f_0
squeakr,ctr-0.5--1,Bioinformatics,Biocontainer,The squeakr package,https//quay.io/repository/biocontainers/squeakr,squeakr/ctr-0.5--1
squeakr,ctr-0.5--0,Bioinformatics,Biocontainer,The squeakr package,https//quay.io/repository/biocontainers/squeakr,squeakr/ctr-0.5--0
disco,ctr-1.0--hd28b015_2,Protein sequence analysis,Structure determination,DISCO is software to perform structure determination of protein homo-oligomers with cyclic symmetry.DISCO computes oligomeric protein structures using geometric constraints derived from RDCs and intermolecular distance restraints such as NOEs or disulfide bonds. When a reliable subunit structure can be calculated from intramolecular restraints,https//quay.io/repository/biocontainers/disco,disco/ctr-1.0--hd28b015_2
disco,ctr-1.2--1,Protein sequence analysis,Structure determination,DISCO is software to perform structure determination of protein homo-oligomers with cyclic symmetry.DISCO computes oligomeric protein structures using geometric constraints derived from RDCs and intermolecular distance restraints such as NOEs or disulfide bonds. When a reliable subunit structure can be calculated from intramolecular restraints,https//quay.io/repository/biocontainers/disco,disco/ctr-1.2--1
disco,ctr-1.2--0,Protein sequence analysis,Structure determination,DISCO is software to perform structure determination of protein homo-oligomers with cyclic symmetry.DISCO computes oligomeric protein structures using geometric constraints derived from RDCs and intermolecular distance restraints such as NOEs or disulfide bonds. When a reliable subunit structure can be calculated from intramolecular restraints,https//quay.io/repository/biocontainers/disco,disco/ctr-1.2--0
disco,ctr-1.0--1,Protein sequence analysis,Structure determination,DISCO is software to perform structure determination of protein homo-oligomers with cyclic symmetry.DISCO computes oligomeric protein structures using geometric constraints derived from RDCs and intermolecular distance restraints such as NOEs or disulfide bonds. When a reliable subunit structure can be calculated from intramolecular restraints,https//quay.io/repository/biocontainers/disco,disco/ctr-1.0--1
disco,ctr-1.0--0,Protein sequence analysis,Structure determination,DISCO is software to perform structure determination of protein homo-oligomers with cyclic symmetry.DISCO computes oligomeric protein structures using geometric constraints derived from RDCs and intermolecular distance restraints such as NOEs or disulfide bonds. When a reliable subunit structure can be calculated from intramolecular restraints,https//quay.io/repository/biocontainers/disco,disco/ctr-1.0--0
disco,ctr-1.2--ha92aebf_2,Protein sequence analysis,Structure determination,DISCO is software to perform structure determination of protein homo-oligomers with cyclic symmetry.DISCO computes oligomeric protein structures using geometric constraints derived from RDCs and intermolecular distance restraints such as NOEs or disulfide bonds. When a reliable subunit structure can be calculated from intramolecular restraints,https//quay.io/repository/biocontainers/disco,disco/ctr-1.2--ha92aebf_2
arboreto,ctr-0.1.5--py_0,Bioinformatics,Biocontainer,The arboreto package,https//quay.io/repository/biocontainers/arboreto,arboreto/ctr-0.1.5--py_0
rdock,ctr-2013.1--pl5.22.0_1,Bioinformatics,Biocontainer,The rdock package,https//quay.io/repository/biocontainers/rdock,rdock/ctr-2013.1--pl5.22.0_1
rdock,ctr-2013.1--pl5.22.0_0,Bioinformatics,Biocontainer,The rdock package,https//quay.io/repository/biocontainers/rdock,rdock/ctr-2013.1--pl5.22.0_0
corepywrap,ctr-v1.005-4b3-deb-py2_cv1,Bioinformatics,Biocontainer,The corepywrap package,https//hub.docker.com/r/biocontainers/corepywrap,corepywrap/ctr-v1.005-4b3-deb-py2_cv1
metavelvet-sl-pipeline,ctr-1.0--pl5.22.0_0,Bioinformatics,Biocontainer,The metavelvet-sl-pipeline package,https//quay.io/repository/biocontainers/metavelvet-sl-pipeline,metavelvet-sl-pipeline/ctr-1.0--pl5.22.0_0
msstitch,ctr-2.9--py35h24bf2e0_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.9--py35h24bf2e0_0
msstitch,ctr-2.7--py35_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.7--py35_0
msstitch,ctr-2.4--py36_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.4--py36_0
msstitch,ctr-2.2--py35_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.2--py35_0
msstitch,ctr-2.9--py36h24bf2e0_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.9--py36h24bf2e0_0
msstitch,ctr-2.11--py35h24bf2e0_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.11--py35h24bf2e0_0
msstitch,ctr-2.10--py35h24bf2e0_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.10--py35h24bf2e0_0
msstitch,ctr-2.7--py36_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.7--py36_0
msstitch,ctr-2.2--py34_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.2--py34_0
msstitch,ctr-2.12--py36h24bf2e0_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.12--py36h24bf2e0_0
msstitch,ctr-2.11--py36h24bf2e0_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.11--py36h24bf2e0_0
msstitch,ctr-2.10--py36h24bf2e0_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.10--py36h24bf2e0_0
msstitch,ctr-2.12--py37h24bf2e0_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.12--py37h24bf2e0_0
msstitch,ctr-2.3--py35_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.3--py35_0
msstitch,ctr-2.5--py36_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.5--py36_0
msstitch,ctr-2.6--py35_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.6--py35_0
msstitch,ctr-2.5--py35_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.5--py35_0
msstitch,ctr-1.0--py35_1,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-1.0--py35_1
msstitch,ctr-2.3--py34_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.3--py34_0
msstitch,ctr-2.6--py36_0,Bioinformatics,Biocontainer,The msstitch package,https//quay.io/repository/biocontainers/msstitch,msstitch/ctr-2.6--py36_0
changeo,ctr-0.4.5--py_0,Bioinformatics,Biocontainer,The changeo package,https//quay.io/repository/biocontainers/changeo,changeo/ctr-0.4.5--py_0
changeo,ctr-0.4.4--py_0,Bioinformatics,Biocontainer,The changeo package,https//quay.io/repository/biocontainers/changeo,changeo/ctr-0.4.4--py_0
biosigner,ctr-phenomenal-v2.2.7_cv1.3.15,Sequence feature detection,Gene and protein families,This package implements a new method to assess the relevance of the variables for the prediction performances of the classifier. The approach can be run in parallel with the PLS-DA,https//hub.docker.com/r/biocontainers/biosigner,biosigner/ctr-phenomenal-v2.2.7_cv1.3.15
biosigner,ctr-phenomenal-v2.2.7_cv1.4.23,Sequence feature detection,Gene and protein families,This package implements a new method to assess the relevance of the variables for the prediction performances of the classifier. The approach can be run in parallel with the PLS-DA,https//hub.docker.com/r/biocontainers/biosigner,biosigner/ctr-phenomenal-v2.2.7_cv1.4.23
biosigner,ctr-phenomenal-v2.2.7_cv1.3.16,Sequence feature detection,Gene and protein families,This package implements a new method to assess the relevance of the variables for the prediction performances of the classifier. The approach can be run in parallel with the PLS-DA,https//hub.docker.com/r/biocontainers/biosigner,biosigner/ctr-phenomenal-v2.2.7_cv1.3.16
biosigner,ctr-phenomenal-v2.2.7_cv1.2.14,Sequence feature detection,Gene and protein families,This package implements a new method to assess the relevance of the variables for the prediction performances of the classifier. The approach can be run in parallel with the PLS-DA,https//hub.docker.com/r/biocontainers/biosigner,biosigner/ctr-phenomenal-v2.2.7_cv1.2.14
biosigner,ctr-phenomenal-v2.2.8_cv1.4.25,Sequence feature detection,Gene and protein families,This package implements a new method to assess the relevance of the variables for the prediction performances of the classifier. The approach can be run in parallel with the PLS-DA,https//hub.docker.com/r/biocontainers/biosigner,biosigner/ctr-phenomenal-v2.2.8_cv1.4.25
biosigner,ctr-phenomenal-v2.2.8_cv1.4.26,Sequence feature detection,Gene and protein families,This package implements a new method to assess the relevance of the variables for the prediction performances of the classifier. The approach can be run in parallel with the PLS-DA,https//hub.docker.com/r/biocontainers/biosigner,biosigner/ctr-phenomenal-v2.2.8_cv1.4.26
biosigner,ctr-phenomenal-v2.2.7_cv1.3.20,Sequence feature detection,Gene and protein families,This package implements a new method to assess the relevance of the variables for the prediction performances of the classifier. The approach can be run in parallel with the PLS-DA,https//hub.docker.com/r/biocontainers/biosigner,biosigner/ctr-phenomenal-v2.2.7_cv1.3.20
arrow,ctr-0.7.0--py36_0,Bioinformatics,Biocontainer,The arrow package,https//quay.io/repository/biocontainers/arrow,arrow/ctr-0.7.0--py36_0
arrow,ctr-0.7.0--py35_0,Bioinformatics,Biocontainer,The arrow package,https//quay.io/repository/biocontainers/arrow,arrow/ctr-0.7.0--py35_0
r-probmetab,ctr-1.1--r3.3.1_0,Bioinformatics,Biocontainer,The r-probmetab package,https//quay.io/repository/biocontainers/r-probmetab,r-probmetab/ctr-1.1--r3.3.1_0
r-probmetab,ctr-1.1--r3.3.2_0,Bioinformatics,Biocontainer,The r-probmetab package,https//quay.io/repository/biocontainers/r-probmetab,r-probmetab/ctr-1.1--r3.3.2_0
r-probmetab,ctr-1.0--r3.4.1_0,Bioinformatics,Biocontainer,The r-probmetab package,https//quay.io/repository/biocontainers/r-probmetab,r-probmetab/ctr-1.0--r3.4.1_0
r-probmetab,ctr-1.1--r3.2.2_0,Bioinformatics,Biocontainer,The r-probmetab package,https//quay.io/repository/biocontainers/r-probmetab,r-probmetab/ctr-1.1--r3.2.2_0
r-probmetab,ctr-1.1--r3.4.1_0,Bioinformatics,Biocontainer,The r-probmetab package,https//quay.io/repository/biocontainers/r-probmetab,r-probmetab/ctr-1.1--r3.4.1_0
r-probmetab,ctr-1.0--r3.3.2_0,Bioinformatics,Biocontainer,The r-probmetab package,https//quay.io/repository/biocontainers/r-probmetab,r-probmetab/ctr-1.0--r3.3.2_0
r-rphast,ctr-1.6.9--r351h96ca727_0,Bioinformatics,Biocontainer,The r-rphast package,https//quay.io/repository/biocontainers/r-rphast,r-rphast/ctr-1.6.9--r351h96ca727_0
bioepic,ctr-0.0.6--py35_0,Bioinformatics,Biocontainer,The bioepic package,https//quay.io/repository/biocontainers/bioepic,bioepic/ctr-0.0.6--py35_0
bioepic,ctr-0.1.6--py27_0,Bioinformatics,Biocontainer,The bioepic package,https//quay.io/repository/biocontainers/bioepic,bioepic/ctr-0.1.6--py27_0
bioepic,ctr-0.0.6--py34_0,Bioinformatics,Biocontainer,The bioepic package,https//quay.io/repository/biocontainers/bioepic,bioepic/ctr-0.0.6--py34_0
bioepic,ctr-0.1.6--py34_0,Bioinformatics,Biocontainer,The bioepic package,https//quay.io/repository/biocontainers/bioepic,bioepic/ctr-0.1.6--py34_0
bioepic,ctr-0.0.6--py27_0,Bioinformatics,Biocontainer,The bioepic package,https//quay.io/repository/biocontainers/bioepic,bioepic/ctr-0.0.6--py27_0
bioepic,ctr-0.1.6--py35_0,Bioinformatics,Biocontainer,The bioepic package,https//quay.io/repository/biocontainers/bioepic,bioepic/ctr-0.1.6--py35_0
mlst,ctr-2.13--0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.13--0
mlst,ctr-2.11--0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.11--0
mlst,ctr-2.9--pl5.22.0_0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.9--pl5.22.0_0
mlst,ctr-2.15.2--0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.15.2--0
mlst,ctr-2.15--0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.15--0
mlst,ctr-2.16.1--0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.16.1--0
mlst,ctr-2.6--0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.6--0
mlst,ctr-2.12--0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.12--0
mlst,ctr-2.9--h470a237_1,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.9--h470a237_1
mlst,ctr-2.14--0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.14--0
mlst,ctr-2.16--0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.16--0
mlst,ctr-2.15.1--0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.15.1--0
mlst,ctr-2.10--pl5.22.0_0,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.10--pl5.22.0_0
mlst,ctr-2.10--pl5.22.0_1,Taxonomic classification,Immunoproteins,Multi Locus Sequence Typing from an assembled genome or from a set of reads.,https//quay.io/repository/biocontainers/mlst,mlst/ctr-2.10--pl5.22.0_1
acedb-other,ctr-v4.9.39dfsg.02-1-deb_cv1,Bioinformatics,Biocontainer,The acedb-other package,https//hub.docker.com/r/biocontainers/acedb-other,acedb-other/ctr-v4.9.39dfsg.02-1-deb_cv1
consel,ctr-0.20--h470a237_0,Bioinformatics,Biocontainer,The consel package,https//quay.io/repository/biocontainers/consel,consel/ctr-0.20--h470a237_0
kronik,ctr-2.20--h2d50403_1,Bioinformatics,Biocontainer,The kronik package,https//quay.io/repository/biocontainers/kronik,kronik/ctr-2.20--h2d50403_1
kronik,ctr-2.20--0,Bioinformatics,Biocontainer,The kronik package,https//quay.io/repository/biocontainers/kronik,kronik/ctr-2.20--0
visionegg,ctr-v1.2.1-2-deb-py2_cv1,Bioinformatics,Biocontainer,The visionegg package,https//hub.docker.com/r/biocontainers/visionegg,visionegg/ctr-v1.2.1-2-deb-py2_cv1
clustal-omega,ctr-1.2.1-1,Bioinformatics,Biocontainer,The clustal-omega package,https//hub.docker.com/r/biocontainers/clustal-omega,clustal-omega/ctr-1.2.1-1
clustal-omega,ctr-v1.2.1-1_cv3,Bioinformatics,Biocontainer,The clustal-omega package,https//hub.docker.com/r/biocontainers/clustal-omega,clustal-omega/ctr-v1.2.1-1_cv3
clustal-omega,ctr-v1.2.1_cv5,Bioinformatics,Biocontainer,The clustal-omega package,https//hub.docker.com/r/biocontainers/clustal-omega,clustal-omega/ctr-v1.2.1_cv5
amos,ctr-3.1.0--py35pl5.22.0_3,Sequence assembly visualisation,Genomics,AMOS is a Modular,https//quay.io/repository/biocontainers/amos,amos/ctr-3.1.0--py35pl5.22.0_3
amos,ctr-3.1.0--py35_3,Sequence assembly visualisation,Genomics,AMOS is a Modular,https//quay.io/repository/biocontainers/amos,amos/ctr-3.1.0--py35_3
amos,ctr-3.1.0--py36pl5.22.0_3,Sequence assembly visualisation,Genomics,AMOS is a Modular,https//quay.io/repository/biocontainers/amos,amos/ctr-3.1.0--py36pl5.22.0_3
amos,ctr-3.1.0--py27pl5.22.0_3,Sequence assembly visualisation,Genomics,AMOS is a Modular,https//quay.io/repository/biocontainers/amos,amos/ctr-3.1.0--py27pl5.22.0_3
ucsc-axtsort,ctr-366--h5eb252a_0,Bioinformatics,Biocontainer,The ucsc-axtsort package,https//quay.io/repository/biocontainers/ucsc-axtsort,ucsc-axtsort/ctr-366--h5eb252a_0
ucsc-axtsort,ctr-357--0,Bioinformatics,Biocontainer,The ucsc-axtsort package,https//quay.io/repository/biocontainers/ucsc-axtsort,ucsc-axtsort/ctr-357--0
ucsc-axtsort,ctr-357--1,Bioinformatics,Biocontainer,The ucsc-axtsort package,https//quay.io/repository/biocontainers/ucsc-axtsort,ucsc-axtsort/ctr-357--1
ucsc-axtsort,ctr-332--0,Bioinformatics,Biocontainer,The ucsc-axtsort package,https//quay.io/repository/biocontainers/ucsc-axtsort,ucsc-axtsort/ctr-332--0
pipmir,ctr-1.1--2,microRNA detection,Transcriptomics,Algorithm to identify novel plant miRNA genes from a combination of deep sequencing data and genomic features.,https//quay.io/repository/biocontainers/pipmir,pipmir/ctr-1.1--2
pipmir,ctr-1.1--0,microRNA detection,Transcriptomics,Algorithm to identify novel plant miRNA genes from a combination of deep sequencing data and genomic features.,https//quay.io/repository/biocontainers/pipmir,pipmir/ctr-1.1--0
pipmir,ctr-1.1--1,microRNA detection,Transcriptomics,Algorithm to identify novel plant miRNA genes from a combination of deep sequencing data and genomic features.,https//quay.io/repository/biocontainers/pipmir,pipmir/ctr-1.1--1
atac,ctr-2008--py27pl526hd0a1c67_1,DNA mapping,DNA,Computational process for comparative mapping between two genome assemblies,https//quay.io/repository/biocontainers/atac,atac/ctr-2008--py27pl526hd0a1c67_1
atac,ctr-v020150903r2013-3-deb_cv1,DNA mapping,DNA,Computational process for comparative mapping between two genome assemblies,https//hub.docker.com/r/biocontainers/atac,atac/ctr-v020150903r2013-3-deb_cv1
atac,ctr-2008--py27pl5.22.0_0,DNA mapping,DNA,Computational process for comparative mapping between two genome assemblies,https//quay.io/repository/biocontainers/atac,atac/ctr-2008--py27pl5.22.0_0
r-funrar,ctr-1.2.2--r3.4.1_0,Bioinformatics,Biocontainer,The r-funrar package,https//quay.io/repository/biocontainers/r-funrar,r-funrar/ctr-1.2.2--r3.4.1_0
r-funrar,ctr-1.2.2--r351h6115d3f_2,Bioinformatics,Biocontainer,The r-funrar package,https//quay.io/repository/biocontainers/r-funrar,r-funrar/ctr-1.2.2--r351h6115d3f_2
r-funrar,ctr-1.2.2--r351h6115d3f_3,Bioinformatics,Biocontainer,The r-funrar package,https//quay.io/repository/biocontainers/r-funrar,r-funrar/ctr-1.2.2--r351h6115d3f_3
r-funrar,ctr-1.2.2--r341h6115d3f_2,Bioinformatics,Biocontainer,The r-funrar package,https//quay.io/repository/biocontainers/r-funrar,r-funrar/ctr-1.2.2--r341h6115d3f_2
r-asics,ctr-1.0.1--r3.4.1_0,Bioinformatics,Biocontainer,The r-asics package,https//quay.io/repository/biocontainers/r-asics,r-asics/ctr-1.0.1--r3.4.1_0
gentle,ctr-v1.9cvs20100605dfsg1-5-deb_cv1,Bioinformatics,Biocontainer,The gentle package,https//hub.docker.com/r/biocontainers/gentle,gentle/ctr-v1.9cvs20100605dfsg1-5-deb_cv1
esimsa,ctr-1.0--0,Deisotoping,Proteomics,Simple deconvolution of electrospray ionization peak lists.,https//quay.io/repository/biocontainers/esimsa,esimsa/ctr-1.0--0
esimsa,ctr-1.0--h470a237_1,Deisotoping,Proteomics,Simple deconvolution of electrospray ionization peak lists.,https//quay.io/repository/biocontainers/esimsa,esimsa/ctr-1.0--h470a237_1
gappa,ctr-0.1.0--he860b03_0,Bioinformatics,Biocontainer,The gappa package,https//quay.io/repository/biocontainers/gappa,gappa/ctr-0.1.0--he860b03_0
wtdbg,ctr-2.3--ha92aebf_0,Bioinformatics,Biocontainer,The wtdbg package,https//quay.io/repository/biocontainers/wtdbg,wtdbg/ctr-2.3--ha92aebf_0
wtdbg,ctr-2.1--h470a237_0,Bioinformatics,Biocontainer,The wtdbg package,https//quay.io/repository/biocontainers/wtdbg,wtdbg/ctr-2.1--h470a237_0
wtdbg,ctr-2.0--h470a237_0,Bioinformatics,Biocontainer,The wtdbg package,https//quay.io/repository/biocontainers/wtdbg,wtdbg/ctr-2.0--h470a237_0
wtdbg,ctr-1.2.8.1--0,Bioinformatics,Biocontainer,The wtdbg package,https//quay.io/repository/biocontainers/wtdbg,wtdbg/ctr-1.2.8.1--0
ctn-dev,ctr-v3.2.0dfsg-5-deb_cv1,Bioinformatics,Biocontainer,The ctn-dev package,https//hub.docker.com/r/biocontainers/ctn-dev,ctn-dev/ctr-v3.2.0dfsg-5-deb_cv1
ucsc-netclass,ctr-366--h5eb252a_0,Bioinformatics,Biocontainer,The ucsc-netclass package,https//quay.io/repository/biocontainers/ucsc-netclass,ucsc-netclass/ctr-366--h5eb252a_0
ucsc-netclass,ctr-357--0,Bioinformatics,Biocontainer,The ucsc-netclass package,https//quay.io/repository/biocontainers/ucsc-netclass,ucsc-netclass/ctr-357--0
ucsc-netclass,ctr-357--1,Bioinformatics,Biocontainer,The ucsc-netclass package,https//quay.io/repository/biocontainers/ucsc-netclass,ucsc-netclass/ctr-357--1
ucsc-netclass,ctr-332--0,Bioinformatics,Biocontainer,The ucsc-netclass package,https//quay.io/repository/biocontainers/ucsc-netclass,ucsc-netclass/ctr-332--0
ctn,ctr-v3.2.0dfsg-5-deb_cv1,Bioinformatics,Biocontainer,The ctn package,https//hub.docker.com/r/biocontainers/ctn,ctn/ctr-v3.2.0dfsg-5-deb_cv1
taxonkit,ctr-0.3.0--1,Bioinformatics,Biocontainer,The taxonkit package,https//quay.io/repository/biocontainers/taxonkit,taxonkit/ctr-0.3.0--1
taxonkit,ctr-0.2.0--0,Bioinformatics,Biocontainer,The taxonkit package,https//quay.io/repository/biocontainers/taxonkit,taxonkit/ctr-0.2.0--0
taxonkit,ctr-0.2.4--0,Bioinformatics,Biocontainer,The taxonkit package,https//quay.io/repository/biocontainers/taxonkit,taxonkit/ctr-0.2.4--0
taxonkit,ctr-0.1.7--0,Bioinformatics,Biocontainer,The taxonkit package,https//quay.io/repository/biocontainers/taxonkit,taxonkit/ctr-0.1.7--0
taxonkit,ctr-0.2.5--1,Bioinformatics,Biocontainer,The taxonkit package,https//quay.io/repository/biocontainers/taxonkit,taxonkit/ctr-0.2.5--1
taxonkit,ctr-0.1.8--0,Bioinformatics,Biocontainer,The taxonkit package,https//quay.io/repository/biocontainers/taxonkit,taxonkit/ctr-0.1.8--0
perm,ctr-v0.4.0-2-deb_cv1,Read mapping,Genomics,PerM Periodic Seed Mapping uses periodic spaced seeds to significantly improve mapping efficiency for large reference genomes when compared to state-of-the-art programs.,https//hub.docker.com/r/biocontainers/perm,perm/ctr-v0.4.0-2-deb_cv1
cain-solvers,ctr-v1.10dfsg-2-deb_cv1,Bioinformatics,Biocontainer,The cain-solvers package,https//hub.docker.com/r/biocontainers/cain-solvers,cain-solvers/ctr-v1.10dfsg-2-deb_cv1
graphprot,ctr-1.1.7--py35_0,Protein sequence analysis,Proteins,GraphProt can be used for modeling binding preferences of RNA-binding proteins from high-throughput experiments such as CLIP-seq and RNAcompete.,https//quay.io/repository/biocontainers/graphprot,graphprot/ctr-1.1.7--py35_0
graphprot,ctr-1.1.7--py36_0,Protein sequence analysis,Proteins,GraphProt can be used for modeling binding preferences of RNA-binding proteins from high-throughput experiments such as CLIP-seq and RNAcompete.,https//quay.io/repository/biocontainers/graphprot,graphprot/ctr-1.1.7--py36_0
graphprot,ctr-1.1.6--0,Protein sequence analysis,Proteins,GraphProt can be used for modeling binding preferences of RNA-binding proteins from high-throughput experiments such as CLIP-seq and RNAcompete.,https//quay.io/repository/biocontainers/graphprot,graphprot/ctr-1.1.6--0
graphprot,ctr-1.1.7--h3445559_4,Protein sequence analysis,Proteins,GraphProt can be used for modeling binding preferences of RNA-binding proteins from high-throughput experiments such as CLIP-seq and RNAcompete.,https//quay.io/repository/biocontainers/graphprot,graphprot/ctr-1.1.7--h3445559_4
graphprot,ctr-1.1.7--2,Protein sequence analysis,Proteins,GraphProt can be used for modeling binding preferences of RNA-binding proteins from high-throughput experiments such as CLIP-seq and RNAcompete.,https//quay.io/repository/biocontainers/graphprot,graphprot/ctr-1.1.7--2
graphprot,ctr-1.1.7--1,Protein sequence analysis,Proteins,GraphProt can be used for modeling binding preferences of RNA-binding proteins from high-throughput experiments such as CLIP-seq and RNAcompete.,https//quay.io/repository/biocontainers/graphprot,graphprot/ctr-1.1.7--1
r-readmzxmldata,ctr-2.8.1--r3.2.2_0,Bioinformatics,Biocontainer,The r-readmzxmldata package,https//quay.io/repository/biocontainers/r-readmzxmldata,r-readmzxmldata/ctr-2.8.1--r3.2.2_0
r-readmzxmldata,ctr-2.8.1--r3.3.2_0,Bioinformatics,Biocontainer,The r-readmzxmldata package,https//quay.io/repository/biocontainers/r-readmzxmldata,r-readmzxmldata/ctr-2.8.1--r3.3.2_0
r-readmzxmldata,ctr-2.8.1--r3.4.1_0,Bioinformatics,Biocontainer,The r-readmzxmldata package,https//quay.io/repository/biocontainers/r-readmzxmldata,r-readmzxmldata/ctr-2.8.1--r3.4.1_0
hmmer2,ctr-2.3.2--2,Bioinformatics,Biocontainer,The hmmer2 package,https//quay.io/repository/biocontainers/hmmer2,hmmer2/ctr-2.3.2--2
hmmer2,ctr-2.3.2--1,Bioinformatics,Biocontainer,The hmmer2 package,https//quay.io/repository/biocontainers/hmmer2,hmmer2/ctr-2.3.2--1
hmmer2,ctr-v2.3.2-13-deb_cv1,Bioinformatics,Biocontainer,The hmmer2 package,https//hub.docker.com/r/biocontainers/hmmer2,hmmer2/ctr-v2.3.2-13-deb_cv1
hmmer2,ctr-2.3.2--h470a237_3,Bioinformatics,Biocontainer,The hmmer2 package,https//quay.io/repository/biocontainers/hmmer2,hmmer2/ctr-2.3.2--h470a237_3
rnmr1d,ctr-phenomenal-v1.2.18_cv0.2.1.48,Bioinformatics,Biocontainer,The rnmr1d package,https//hub.docker.com/r/biocontainers/rnmr1d,rnmr1d/ctr-phenomenal-v1.2.18_cv0.2.1.48
