name,version,category,keywords,decscription,url
gat,ctr-1.3.5--py36_0,Genome feature comparison,Genomics,This tool tests for association between intervals in a genome analysis context.,https//quay.io/repository/biocontainers/gat
gat,ctr-1.3.3--py35_0,Genome feature comparison,Genomics,This tool tests for association between intervals in a genome analysis context.,https//quay.io/repository/biocontainers/gat
gat,ctr-1.3.5--py36ha92aebf_2,Genome feature comparison,Genomics,This tool tests for association between intervals in a genome analysis context.,https//quay.io/repository/biocontainers/gat
gat,ctr-1.3.5--py35ha92aebf_2,Genome feature comparison,Genomics,This tool tests for association between intervals in a genome analysis context.,https//quay.io/repository/biocontainers/gat
gat,ctr-1.3.5--py27_0,Genome feature comparison,Genomics,This tool tests for association between intervals in a genome analysis context.,https//quay.io/repository/biocontainers/gat
gat,ctr-1.3.5--py27ha92aebf_2,Genome feature comparison,Genomics,This tool tests for association between intervals in a genome analysis context.,https//quay.io/repository/biocontainers/gat
gat,ctr-1.3.5--py27_1,Genome feature comparison,Genomics,This tool tests for association between intervals in a genome analysis context.,https//quay.io/repository/biocontainers/gat
gat,ctr-1.3.3--py27_0,Genome feature comparison,Genomics,This tool tests for association between intervals in a genome analysis context.,https//quay.io/repository/biocontainers/gat
nanofilt,ctr-2.0.1--py35_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.1.4--py36_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-2.2.0--py36_1,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-2.2.0--py36_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.7.0--py35_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-2.0.1--py36_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.1.4--py35_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.7.0--py36_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-2.2.0--py35_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-2.2.0--py35_1,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.9.2--py35_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.1.3--py35_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.2.0--py36_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.8.0--py35_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.9.2--py36_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.1.3--py36_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.2.0--py35_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
nanofilt,ctr-1.8.0--py36_0,Bioinformatics,Biocontainer,The nanofilt package,https//quay.io/repository/biocontainers/nanofilt
figtree,ctr-v1.4.2dfsg-2-deb_cv1,Phylogenetic tree visualisation,Phylogenetics,This tool is designed as a graphical viewer of phylogenetic trees and as a program for producing publication-ready figures.,https//hub.docker.com/r/biocontainers/figtree
blat,ctr-36--0,Sequence alignment,Sequence analysis,Fast,https//quay.io/repository/biocontainers/blat
blat,ctr-35--2,Sequence alignment,Sequence analysis,Fast,https//quay.io/repository/biocontainers/blat
blat,ctr-35--1,Sequence alignment,Sequence analysis,Fast,https//quay.io/repository/biocontainers/blat
biomaj-properties,ctr-v1.2.3-11-deb_cv1,Bioinformatics,Biocontainer,The biomaj-properties package,https//hub.docker.com/r/biocontainers/biomaj-properties
fisher,ctr-0.1.4--py27h24bf2e0_1,Bioinformatics,Biocontainer,The fisher package,https//quay.io/repository/biocontainers/fisher
fisher,ctr-0.1.4--py27_0,Bioinformatics,Biocontainer,The fisher package,https//quay.io/repository/biocontainers/fisher
gwyddion-plugins,ctr-v2.47-1-deb_cv1,Bioinformatics,Biocontainer,The gwyddion-plugins package,https//hub.docker.com/r/biocontainers/gwyddion-plugins
dig2,ctr-1.0--0,Protein cleavage site prediction,Proteomics,Simple but flexible in silico digester of protein sequences in the FASTA format. It allows for almost any enzyme to be simulated,https//quay.io/repository/biocontainers/dig2
dig2,ctr-1.0--h470a237_1,Protein cleavage site prediction,Proteomics,Simple but flexible in silico digester of protein sequences in the FASTA format. It allows for almost any enzyme to be simulated,https//quay.io/repository/biocontainers/dig2
r-cp4p,ctr-0.3.5--r351h6115d3f_0,Bioinformatics,Biocontainer,The r-cp4p package,https//quay.io/repository/biocontainers/r-cp4p
web.py,ctr-0.37--py27_1,Bioinformatics,Biocontainer,The web.py package,https//quay.io/repository/biocontainers/web.py
beast,ctr-1.10.1--0,Multiple sequence alignment,Phylogenetics,The Bayesian Evolutionary Analysis Sampling Trees is a cross-platform program for Bayesian analysis of molecular sequences using MCMC Markov chain Monte Carlo. It is entirely orientated towards rooted,https//quay.io/repository/biocontainers/beast
beast,ctr-1.10.3--0,Multiple sequence alignment,Phylogenetics,The Bayesian Evolutionary Analysis Sampling Trees is a cross-platform program for Bayesian analysis of molecular sequences using MCMC Markov chain Monte Carlo. It is entirely orientated towards rooted,https//quay.io/repository/biocontainers/beast
beast,ctr-1.10.4--0,Multiple sequence alignment,Phylogenetics,The Bayesian Evolutionary Analysis Sampling Trees is a cross-platform program for Bayesian analysis of molecular sequences using MCMC Markov chain Monte Carlo. It is entirely orientated towards rooted,https//quay.io/repository/biocontainers/beast
beast,ctr-1.10.0--2,Multiple sequence alignment,Phylogenetics,The Bayesian Evolutionary Analysis Sampling Trees is a cross-platform program for Bayesian analysis of molecular sequences using MCMC Markov chain Monte Carlo. It is entirely orientated towards rooted,https//quay.io/repository/biocontainers/beast
beast,ctr-1.10.0--0,Multiple sequence alignment,Phylogenetics,The Bayesian Evolutionary Analysis Sampling Trees is a cross-platform program for Bayesian analysis of molecular sequences using MCMC Markov chain Monte Carlo. It is entirely orientated towards rooted,https//quay.io/repository/biocontainers/beast
beast,ctr-1.10.2--0,Multiple sequence alignment,Phylogenetics,The Bayesian Evolutionary Analysis Sampling Trees is a cross-platform program for Bayesian analysis of molecular sequences using MCMC Markov chain Monte Carlo. It is entirely orientated towards rooted,https//quay.io/repository/biocontainers/beast
beast,ctr-1.8.4--0,Multiple sequence alignment,Phylogenetics,The Bayesian Evolutionary Analysis Sampling Trees is a cross-platform program for Bayesian analysis of molecular sequences using MCMC Markov chain Monte Carlo. It is entirely orientated towards rooted,https//quay.io/repository/biocontainers/beast
dammet,ctr-1.0.1a--h1fa8866_0,Bioinformatics,Biocontainer,The dammet package,https//quay.io/repository/biocontainers/dammet
igvtools,ctr-2.3.75--1,Formatting,Sequence analysis,The igvtools utility provides a set of tools for pre-processing data files.,https//quay.io/repository/biocontainers/igvtools
igvtools,ctr-2.3.93--0,Formatting,Sequence analysis,The igvtools utility provides a set of tools for pre-processing data files.,https//quay.io/repository/biocontainers/igvtools
kmer,ctr-v020150903r2013-3-deb_cv1,Bioinformatics,Biocontainer,The kmer package,https//hub.docker.com/r/biocontainers/kmer
hicmatrix,ctr-4--pyh24bf2e0_0,Bioinformatics,Biocontainer,The hicmatrix package,https//quay.io/repository/biocontainers/hicmatrix
hicmatrix,ctr-2.2--py_0,Bioinformatics,Biocontainer,The hicmatrix package,https//quay.io/repository/biocontainers/hicmatrix
hicmatrix,ctr-5--pyh24bf2e0_0,Bioinformatics,Biocontainer,The hicmatrix package,https//quay.io/repository/biocontainers/hicmatrix
hicmatrix,ctr-3--pyh24bf2e0_0,Bioinformatics,Biocontainer,The hicmatrix package,https//quay.io/repository/biocontainers/hicmatrix
hicmatrix,ctr-6--pyh24bf2e0_1,Bioinformatics,Biocontainer,The hicmatrix package,https//quay.io/repository/biocontainers/hicmatrix
hicmatrix,ctr-6--pyh24bf2e0_0,Bioinformatics,Biocontainer,The hicmatrix package,https//quay.io/repository/biocontainers/hicmatrix
hicmatrix,ctr-7--pyh24bf2e0_0,Bioinformatics,Biocontainer,The hicmatrix package,https//quay.io/repository/biocontainers/hicmatrix
hicmatrix,ctr-2.2--pyh24bf2e0_1,Bioinformatics,Biocontainer,The hicmatrix package,https//quay.io/repository/biocontainers/hicmatrix
karect,ctr-1.0--0,Bioinformatics,Biocontainer,The karect package,https//quay.io/repository/biocontainers/karect
karect,ctr-1.0--h2d50403_1,Bioinformatics,Biocontainer,The karect package,https//quay.io/repository/biocontainers/karect
svgutils,ctr-0.1.0--py36_0,Bioinformatics,Biocontainer,The svgutils package,https//quay.io/repository/biocontainers/svgutils
r-sigqc,ctr-0.1.14--r3.4.1_0,Bioinformatics,Biocontainer,The r-sigqc package,https//quay.io/repository/biocontainers/r-sigqc
r-sigqc,ctr-0.1.21--r341h6115d3f_0,Bioinformatics,Biocontainer,The r-sigqc package,https//quay.io/repository/biocontainers/r-sigqc
r-sigqc,ctr-0.1.21--r351h6115d3f_1,Bioinformatics,Biocontainer,The r-sigqc package,https//quay.io/repository/biocontainers/r-sigqc
r-sigqc,ctr-0.1.21--r351h6115d3f_0,Bioinformatics,Biocontainer,The r-sigqc package,https//quay.io/repository/biocontainers/r-sigqc
watchdog-wms,ctr-1.2.3b--0,Bioinformatics,Biocontainer,The watchdog-wms package,https//quay.io/repository/biocontainers/watchdog-wms
watchdog-wms,ctr-1.2.7--1,Bioinformatics,Biocontainer,The watchdog-wms package,https//quay.io/repository/biocontainers/watchdog-wms
watchdog-wms,ctr-1.2.5--1,Bioinformatics,Biocontainer,The watchdog-wms package,https//quay.io/repository/biocontainers/watchdog-wms
watchdog-wms,ctr-1.2.5--0,Bioinformatics,Biocontainer,The watchdog-wms package,https//quay.io/repository/biocontainers/watchdog-wms
watchdog-wms,ctr-1.2.4b--0,Bioinformatics,Biocontainer,The watchdog-wms package,https//quay.io/repository/biocontainers/watchdog-wms
watchdog-wms,ctr-1.2.6--0,Bioinformatics,Biocontainer,The watchdog-wms package,https//quay.io/repository/biocontainers/watchdog-wms
r-gamlss,ctr-5.0_0--r3.3.1_0,Bioinformatics,Biocontainer,The r-gamlss package,https//quay.io/repository/biocontainers/r-gamlss
r-gamlss,ctr-5.0_0--r3.3.2_0,Bioinformatics,Biocontainer,The r-gamlss package,https//quay.io/repository/biocontainers/r-gamlss
cpat,ctr-1.2.3--py27h24bf2e0_1,Bioinformatics,Biocontainer,The cpat package,https//quay.io/repository/biocontainers/cpat
cpat,ctr-1.2.3--py27r3.4.1_0,Bioinformatics,Biocontainer,The cpat package,https//quay.io/repository/biocontainers/cpat
cpat,ctr-1.2.2--py27_2,Bioinformatics,Biocontainer,The cpat package,https//quay.io/repository/biocontainers/cpat
emboss-test,ctr-v6.6.0dfsg-6-deb_cv1,Bioinformatics,Biocontainer,The emboss-test package,https//hub.docker.com/r/biocontainers/emboss-test
requests-cache,ctr-0.4.10--py35_0,Bioinformatics,Biocontainer,The requests-cache package,https//quay.io/repository/biocontainers/requests-cache
requests-cache,ctr-0.4.10--py36_0,Bioinformatics,Biocontainer,The requests-cache package,https//quay.io/repository/biocontainers/requests-cache
r-snow,ctr-0.4_1--r3.3.2_0,Bioinformatics,Biocontainer,The r-snow package,https//quay.io/repository/biocontainers/r-snow
r-snow,ctr-0.4_1--r3.2.2_0,Bioinformatics,Biocontainer,The r-snow package,https//quay.io/repository/biocontainers/r-snow
gtf_to_genes,ctr-1.40--py27_1,Bioinformatics,Biocontainer,The gtf_to_genes package,https//quay.io/repository/biocontainers/gtf_to_genes
gtf_to_genes,ctr-1.40--py27_0,Bioinformatics,Biocontainer,The gtf_to_genes package,https//quay.io/repository/biocontainers/gtf_to_genes
metfrag,ctr-2.4.2--2,Prediction and recognition,Omics,It combines compound database searching and fragmentation prediction for small molecule identification from tandem mass spectrometry data. It supports candidate structure retrieval from the compound databases PubChem,https//quay.io/repository/biocontainers/metfrag
metfrag,ctr-2.4.2--0,Prediction and recognition,Omics,It combines compound database searching and fragmentation prediction for small molecule identification from tandem mass spectrometry data. It supports candidate structure retrieval from the compound databases PubChem,https//quay.io/repository/biocontainers/metfrag
metfrag,ctr-2.4.2--1,Prediction and recognition,Omics,It combines compound database searching and fragmentation prediction for small molecule identification from tandem mass spectrometry data. It supports candidate structure retrieval from the compound databases PubChem,https//quay.io/repository/biocontainers/metfrag
metfrag,ctr-2.4.5--3,Prediction and recognition,Omics,It combines compound database searching and fragmentation prediction for small molecule identification from tandem mass spectrometry data. It supports candidate structure retrieval from the compound databases PubChem,https//quay.io/repository/biocontainers/metfrag
metfrag,ctr-2.3.1--1,Prediction and recognition,Omics,It combines compound database searching and fragmentation prediction for small molecule identification from tandem mass spectrometry data. It supports candidate structure retrieval from the compound databases PubChem,https//quay.io/repository/biocontainers/metfrag
metfrag,ctr-2.3.1--0,Prediction and recognition,Omics,It combines compound database searching and fragmentation prediction for small molecule identification from tandem mass spectrometry data. It supports candidate structure retrieval from the compound databases PubChem,https//quay.io/repository/biocontainers/metfrag
metfrag,ctr-2.4.5--1,Prediction and recognition,Omics,It combines compound database searching and fragmentation prediction for small molecule identification from tandem mass spectrometry data. It supports candidate structure retrieval from the compound databases PubChem,https//quay.io/repository/biocontainers/metfrag
paml,ctr-4.9--1,Probabilistic sequence generation,Phylogenetics,Package of programs for phylogenetic analyses of DNA or protein sequences using maximum likelihood.,https//quay.io/repository/biocontainers/paml
paml,ctr-4.9--0,Probabilistic sequence generation,Phylogenetics,Package of programs for phylogenetic analyses of DNA or protein sequences using maximum likelihood.,https//quay.io/repository/biocontainers/paml
paml,ctr-4.9--h14c3975_4,Probabilistic sequence generation,Phylogenetics,Package of programs for phylogenetic analyses of DNA or protein sequences using maximum likelihood.,https//quay.io/repository/biocontainers/paml
paml,ctr-4.9--h470a237_2,Probabilistic sequence generation,Phylogenetics,Package of programs for phylogenetic analyses of DNA or protein sequences using maximum likelihood.,https//quay.io/repository/biocontainers/paml
paml,ctr-4.9--h470a237_3,Probabilistic sequence generation,Phylogenetics,Package of programs for phylogenetic analyses of DNA or protein sequences using maximum likelihood.,https//quay.io/repository/biocontainers/paml
vcfkit,ctr-0.1.6--py27h24bf2e0_2,Bioinformatics,Biocontainer,The vcfkit package,https//quay.io/repository/biocontainers/vcfkit
vcfkit,ctr-0.1.6--py27_0,Bioinformatics,Biocontainer,The vcfkit package,https//quay.io/repository/biocontainers/vcfkit
vcfkit,ctr-0.0.4--py27_0,Bioinformatics,Biocontainer,The vcfkit package,https//quay.io/repository/biocontainers/vcfkit
smeg,ctr-1.0.1--h2d50403_0,Bioinformatics,Biocontainer,The smeg package,https//quay.io/repository/biocontainers/smeg
smeg,ctr-1.0.1--h2d50403_1,Bioinformatics,Biocontainer,The smeg package,https//quay.io/repository/biocontainers/smeg
smeg,ctr-1.0.1--h2d50403_2,Bioinformatics,Biocontainer,The smeg package,https//quay.io/repository/biocontainers/smeg
r-alakazam,ctr-0.2.8--r3.4.1_0,Bioinformatics,Biocontainer,The r-alakazam package,https//quay.io/repository/biocontainers/r-alakazam
r-alakazam,ctr-0.2.10--r3.4.1_0,Bioinformatics,Biocontainer,The r-alakazam package,https//quay.io/repository/biocontainers/r-alakazam
r-alakazam,ctr-0.2.7--0,Bioinformatics,Biocontainer,The r-alakazam package,https//quay.io/repository/biocontainers/r-alakazam
lefse,ctr-1.0.8.post1--py27r3.3.1_0,Bioinformatics,Biocontainer,The lefse package,https//quay.io/repository/biocontainers/lefse
lefse,ctr-1.0.7.post1--py27r3.3.1_0,Bioinformatics,Biocontainer,The lefse package,https//quay.io/repository/biocontainers/lefse
lefse,ctr-v1.020160802-1-deb_cv1,Bioinformatics,Biocontainer,The lefse package,https//hub.docker.com/r/biocontainers/lefse
lefse,ctr-1.0.8.post1--py27r3.3.2_0,Bioinformatics,Biocontainer,The lefse package,https//quay.io/repository/biocontainers/lefse
lefse,ctr-1.0.7--py27r3.3.1_2,Bioinformatics,Biocontainer,The lefse package,https//quay.io/repository/biocontainers/lefse
lefse,ctr-1.0.8.post1--py27r3.4.1_0,Bioinformatics,Biocontainer,The lefse package,https//quay.io/repository/biocontainers/lefse
lefse,ctr-1.0.7--1,Bioinformatics,Biocontainer,The lefse package,https//quay.io/repository/biocontainers/lefse
lefse,ctr-1.0.8.post1--py27_1,Bioinformatics,Biocontainer,The lefse package,https//quay.io/repository/biocontainers/lefse
cgatcore,ctr-0.5.4--py35_0,Bioinformatics,Biocontainer,The cgatcore package,https//quay.io/repository/biocontainers/cgatcore
cgatcore,ctr-0.5.2--py36_0,Bioinformatics,Biocontainer,The cgatcore package,https//quay.io/repository/biocontainers/cgatcore
cgatcore,ctr-0.5.1--py35_0,Bioinformatics,Biocontainer,The cgatcore package,https//quay.io/repository/biocontainers/cgatcore
cgatcore,ctr-0.5.2--py35_0,Bioinformatics,Biocontainer,The cgatcore package,https//quay.io/repository/biocontainers/cgatcore
cgatcore,ctr-0.5.4--py36_0,Bioinformatics,Biocontainer,The cgatcore package,https//quay.io/repository/biocontainers/cgatcore
cgatcore,ctr-0.5.1--py36_0,Bioinformatics,Biocontainer,The cgatcore package,https//quay.io/repository/biocontainers/cgatcore
cgatcore,ctr-0.5.6--py36_0,Bioinformatics,Biocontainer,The cgatcore package,https//quay.io/repository/biocontainers/cgatcore
cgatcore,ctr-0.5.6--py35_0,Bioinformatics,Biocontainer,The cgatcore package,https//quay.io/repository/biocontainers/cgatcore
hts-nim-tools,ctr-0.1.5--htslib1.7_1,Bioinformatics,Biocontainer,The hts-nim-tools package,https//quay.io/repository/biocontainers/hts-nim-tools
hts-nim-tools,ctr-0.1.5--he527e40_2,Bioinformatics,Biocontainer,The hts-nim-tools package,https//quay.io/repository/biocontainers/hts-nim-tools
hts-nim-tools,ctr-0.1.5--htslib1.6_0,Bioinformatics,Biocontainer,The hts-nim-tools package,https//quay.io/repository/biocontainers/hts-nim-tools
metaprob,ctr-2--boost1.60_0,Bioinformatics,Biocontainer,The metaprob package,https//quay.io/repository/biocontainers/metaprob
metaprob,ctr-2--boost1.61_1,Bioinformatics,Biocontainer,The metaprob package,https//quay.io/repository/biocontainers/metaprob
cmappy,ctr-3.1.1--py27_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-2.2.2--py27_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-2.2.0--py36_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-3.0.0--py27_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-2.2.1--py27_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-2.2.0--py35_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-2.2.1--py36_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-3.2.0--py27_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-2.0.1--py27_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-1.0.9--py27_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-2.2.2--py35_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-2.1.0--py27_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-3.3.3--py36h2d50403_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-2.2.1--py35_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-1.1.1--py27_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-3.3.0--py36h2d50403_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-2.2.0--py27_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
cmappy,ctr-2.2.2--py36_0,Bioinformatics,Biocontainer,The cmappy package,https//quay.io/repository/biocontainers/cmappy
primerprospector,ctr-1.0.1--py27_0,Bioinformatics,Biocontainer,The primerprospector package,https//quay.io/repository/biocontainers/primerprospector
r-globaloptions,ctr-0.0.8--r3.3.2_0,Bioinformatics,Biocontainer,The r-globaloptions package,https//quay.io/repository/biocontainers/r-globaloptions
r-globaloptions,ctr-0.0.8--r3.2.2_0,Bioinformatics,Biocontainer,The r-globaloptions package,https//quay.io/repository/biocontainers/r-globaloptions
fastlink,ctr-v4.1P-fix100dfsg-1b1-deb_cv1,Bioinformatics,Biocontainer,The fastlink package,https//hub.docker.com/r/biocontainers/fastlink
cwltool,ctr-v1.0.20170114120503-1-deb_cv1,Bioinformatics,Biocontainer,The cwltool package,https//hub.docker.com/r/biocontainers/cwltool
cwltool,ctr-1.0.20170822192924--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20170413194156--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20170217172322--py27_1,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20180225105849--py36_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20170217172322--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20161123190203--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20170817131858--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20170817131858--py27_1,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20161122201220--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20170928192020--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20180225105849--py_1,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20180225105849--py35_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20161227200419--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20161005195021--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20180130110340--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20160930152149--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20170828135420--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20161221171240--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20180225105849--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20160913171024--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
cwltool,ctr-1.0.20161007181528--py27_0,Bioinformatics,Biocontainer,The cwltool package,https//quay.io/repository/biocontainers/cwltool
sofa-apps,ctr-v1.0beta4-11b3-deb_cv1,Bioinformatics,Biocontainer,The sofa-apps package,https//hub.docker.com/r/biocontainers/sofa-apps
r-htmltools,ctr-0.3--r3.2.2_0,Bioinformatics,Biocontainer,The r-htmltools package,https//quay.io/repository/biocontainers/r-htmltools
r-htmltools,ctr-0.3--r3.3.2_0,Bioinformatics,Biocontainer,The r-htmltools package,https//quay.io/repository/biocontainers/r-htmltools
r-zerone,ctr-1.0--r3.4.1_0,Bioinformatics,Biocontainer,The r-zerone package,https//quay.io/repository/biocontainers/r-zerone
r-zerone,ctr-1.0--r341h470a237_1,Bioinformatics,Biocontainer,The r-zerone package,https//quay.io/repository/biocontainers/r-zerone
r-caroline,ctr-0.7.6--r3.3.1_0,Bioinformatics,Biocontainer,The r-caroline package,https//quay.io/repository/biocontainers/r-caroline
r-caroline,ctr-0.7.6--r3.3.2_0,Bioinformatics,Biocontainer,The r-caroline package,https//quay.io/repository/biocontainers/r-caroline
crimson,ctr-0.3.0--py36_0,Bioinformatics,Biocontainer,Crimson supports the Java API for XML Processing JAXP version 1.1 specification by providing implementations for the following package hierarchies javax.xml.parsers,https//quay.io/repository/biocontainers/crimson
crimson,ctr-0.3.0--py27_1,Bioinformatics,Biocontainer,Crimson supports the Java API for XML Processing JAXP version 1.1 specification by providing implementations for the following package hierarchies javax.xml.parsers,https//quay.io/repository/biocontainers/crimson
crimson,ctr-0.4.0--py27_1,Bioinformatics,Biocontainer,Crimson supports the Java API for XML Processing JAXP version 1.1 specification by providing implementations for the following package hierarchies javax.xml.parsers,https//quay.io/repository/biocontainers/crimson
clairvoyante,ctr-1.0--1,Bioinformatics,Biocontainer,The clairvoyante package,https//quay.io/repository/biocontainers/clairvoyante
clairvoyante,ctr-1.0--py27h1341992_0,Bioinformatics,Biocontainer,The clairvoyante package,https//quay.io/repository/biocontainers/clairvoyante
straitrazor,ctr-3.0.1--h2d50403_1,Bioinformatics,Biocontainer,The straitrazor package,https//quay.io/repository/biocontainers/straitrazor
straitrazor,ctr-3.0.1--0,Bioinformatics,Biocontainer,The straitrazor package,https//quay.io/repository/biocontainers/straitrazor
primer3-py,ctr-0.5.4--py35_1,Bioinformatics,Biocontainer,The primer3-py package,https//quay.io/repository/biocontainers/primer3-py
primer3-py,ctr-0.5.4--py35_2,Bioinformatics,Biocontainer,The primer3-py package,https//quay.io/repository/biocontainers/primer3-py
primer3-py,ctr-0.5.1--py35_0,Bioinformatics,Biocontainer,The primer3-py package,https//quay.io/repository/biocontainers/primer3-py
primer3-py,ctr-0.5.4--py36_1,Bioinformatics,Biocontainer,The primer3-py package,https//quay.io/repository/biocontainers/primer3-py
primer3-py,ctr-0.5.4--py36_2,Bioinformatics,Biocontainer,The primer3-py package,https//quay.io/repository/biocontainers/primer3-py
primer3-py,ctr-0.5.1--py34_0,Bioinformatics,Biocontainer,The primer3-py package,https//quay.io/repository/biocontainers/primer3-py
primer3-py,ctr-0.5.1--py36_0,Bioinformatics,Biocontainer,The primer3-py package,https//quay.io/repository/biocontainers/primer3-py
primer3-py,ctr-0.5.4--py27_1,Bioinformatics,Biocontainer,The primer3-py package,https//quay.io/repository/biocontainers/primer3-py
